datetime,return,tcost,volatility_20,skewness_20,kurtosis_20
2010-02-02,0.00810746776857485,0.00012624668602446672,0.014434278538743931,0.08293232456066338,-0.4896048507512494
2010-02-03,-0.00582059089845588,0.00012685525815051522,0.01421677121166606,0.20145621782476228,-0.32580065012107706
2010-02-04,-0.0462299924310039,0.00013289036544857297,0.01678348549562165,-0.21996694091523886,0.054459124331823094
2010-02-05,-0.011227062593782922,0.00013446282102995844,0.0168088604018488,-0.17159756438296886,0.023691648047821978
2010-02-08,-0.009996030822127189,0.0001357773251866668,0.01646016905426707,-0.057464568287441335,0.22364685530042738
2010-02-09,0.032062591483194236,0.00013145786775335889,0.01861297408477285,0.18040913960739655,-0.07501699888915958
2010-02-10,-0.0026329662393607123,0.00013180440226700948,0.01848732314335739,0.08249244513481613,-0.018715906775006008
2010-02-11,0.026022805921556813,0.00012841916013866714,0.019664669339594428,0.09673281108544958,-0.38191143804661243
2010-02-12,-0.012666577520272781,0.00012995451591940236,0.019739603787617545,0.16858107074695317,-0.4066365894691506
2010-02-16,0.025428363787444397,0.00012682308180086253,0.0207398897523603,0.03551280243716699,-0.7028971749250008
2010-02-17,0.0035443075077972175,0.0001263423878711056,0.020120983234538113,0.0876572117048076,-0.48980836130096383
2010-02-18,0.0037835837796387217,0.00012583364791751752,0.019620433290800068,-0.06145705877223413,-0.2945996396171653
2010-02-19,-0.008596765965992237,0.00012695188523547047,0.018603184362210708,-0.07914462960364124,0.08495757423654515
2010-02-22,0.0012688746785562977,0.00012679092176997605,0.017968560685454053,-0.20568068994604852,0.47836996414094024
2010-02-23,-0.023349360959611154,0.00012978585334195988,0.018558627355310147,-0.03845696092690211,0.12212024900983742
2010-02-24,0.009559561237731273,0.000128584287000103,0.018164277695976082,-0.22243034266853712,0.3788546048389767
2010-02-25,-0.008262375947519551,0.00012961762799738186,0.018243166464040946,-0.17685190294926983,0.310138198322345
2010-02-26,0.010060706554197996,0.00012835322808366079,0.01831969348437152,-0.30225738347328024,0.30316576279988494
2010-03-01,0.016798562496070257,0.0001261511290525799,0.01846401104813751,-0.47401904686556606,0.33428519690841885
2010-03-02,0.011293883377648584,0.00012479720454259343,0.017722621948477655,-0.5364559398017402,0.6363016643522896
2010-03-03,0.0012470384456815253,0.0001246416552411568,0.01764714480770447,-0.4883733710602466,0.6573259010107861
2010-03-04,-0.005248044033092647,0.00012529758175664716,0.017637144209220367,-0.4934817329471208,0.6685404886906543
2010-03-05,0.025724891238436243,0.00012217470983503985,0.014823153791836907,0.2494918555625646,-0.8358185406403149
2010-03-08,0.0007323325116752599,0.00012196609342600328,0.01442293485614923,0.2073465725608924,-0.6960894448280093
2010-03-09,0.005596802539972412,0.00012134449702703568,0.014015647508014813,0.11819852092713838,-0.5240159542714733
2010-03-10,0.007012481885926292,0.00012049644535483804,0.012649191360029125,0.002036846397441186,-0.28112219309909703
2010-03-11,0.00024093482829501411,0.00012046741356460682,0.012585028912671443,-0.02534791387212752,-0.229080016523457
2010-03-12,-0.0033783815916272886,0.00012090436464753971,0.011670132404077778,0.01944687317594218,0.09482779262661412
2010-03-15,-0.0072780525048528055,0.0001217581882381348,0.011362566993993312,0.04453848611659749,0.28762895359142115
2010-03-16,0.012822239298750482,0.00012020675561964191,0.010429399540702886,-0.19992292525553404,0.5845335763128126
2010-03-17,0.010759219151739163,0.00011889192723820135,0.010576839851077801,-0.2717706936922263,0.43592942623263564
2010-03-18,-0.007639091815495824,0.00011983223487115653,0.010826688035675661,-0.1429736328105752,0.13001931132281053
2010-03-19,-0.013024786155471979,0.00012137395314971618,0.011092706840415004,-0.1596488050436423,-0.03397086385405679
2010-03-22,0.003635045805633119,0.0,0.011094263183146876,-0.19144245616186742,-0.02814182472172666
2010-03-23,0.006990506953261644,0.00012009126936469328,0.009422802517410974,0.22247587914923136,-0.35878040248153065
2010-03-24,-0.015005121802916133,0.00012187690432660584,0.0101737656888671,0.21209028537802144,-0.4526183096642682
2010-03-25,-0.0026858763552120024,0.00012229423994127443,0.0099446040348086,0.20135223288152976,-0.30531178207724574
2010-03-26,0.004878058453433365,0.00012161011796179025,0.009822261977728236,0.26941488729273594,-0.15806245125431717
2010-03-29,0.01784469825447843,0.00011951715071118819,0.009899821909193248,0.28199790511314277,-0.18366072813365175
2010-03-30,0.0038167985267008042,0.00011900511722010135,0.009708538611186854,0.3802813520882987,0.06429680584259634
2010-03-31,0.002853068982406448,0.00011869436201786488,0.009705707935744509,0.35587336451622004,0.0556769440781304
2010-04-01,0.025780663812965177,0.00011572734637192467,0.010775039103276025,0.35197756631630095,-0.22651010897631974
2010-04-05,0.008983130775935155,0.00011463945890173119,0.009644516601719636,0.18607112484955834,0.05277693491158786
2010-04-06,0.0029765333939466565,0.00011429877700306331,0.009628815667909227,0.1528085634842466,0.0646017947174431
2010-04-07,-0.008725658117231028,0.0001153269519086381,0.009955376120198095,0.26655316032083415,-0.16766601578448315
2010-04-08,0.0034534396011980384,0.00011490290704360698,0.0099055749193809,0.31993932971785893,-0.09129079890488612
2010-04-09,0.006186295362128114,0.000114168284050668,0.009926563185201541,0.23138963476121344,-0.1479187411631413
2010-04-12,-0.008026645547986266,0.00011508804235245846,0.010117843195003287,0.2391254899324648,-0.2828254839962745
2010-04-13,-0.0020744504385175055,0.00011535355865726162,0.009930024709439333,0.21638143930542642,-0.14169916496016333
2010-04-14,0.01465898901840168,0.00011370096645819228,0.010031285839499181,0.215836474258976,-0.2144869057139256
2010-04-15,-0.005471969877993033,0.00011435105774726143,0.010009607682447807,0.40766478943617085,-0.09460957326103836
2010-04-16,-0.02970055897351198,0.00011777175833232847,0.012021246125878278,-0.37737827901526444,0.5959136032937327
2010-04-19,-0.004011804790712503,0.00011824524062904116,0.011655394763822206,-0.44910140325169307,1.0302247473379396
2010-04-20,0.011753778944328275,0.0001168087840206181,0.011868465728076281,-0.49437321207497487,0.8389453250570069
2010-04-21,-0.0032771564910376583,0.0,0.011851598019174351,-0.37459743418278907,0.7843132641353923
2010-04-22,0.004211517689591382,0.00011683607898116615,0.011262349988056242,-0.5429057574053779,1.5675798077046572
2010-04-23,0.0053557003089377275,0.00011607661056294846,0.011225257172550273,-0.6506168525701399,1.7123420206971822
2010-04-26,0.0,0.00011607661056294846,0.011225523137136014,-0.5864127934892319,1.6581466869240709
