datetime,return,tcost,volatility_20,skewness_20,kurtosis_20
2010-02-02,0.01203076851343976,4.5291906336360865e-05,0.010349679984180531,-0.36896934868001374,-0.7767509015809071
2010-02-03,-0.004995242211100148,4.55145418961591e-05,0.010337349729251441,-0.26446204102798737,-0.8136819621649001
2010-02-04,-0.031352269690766654,4.6963790917226864e-05,0.012164026784172284,-0.489354055341803,-0.4566799937046726
2010-02-05,0.0020647590629678803,4.684060143334637e-05,0.012106548045386193,-0.4773514719714217,-0.4309366077681256
2010-02-08,-0.007245385730093368,4.722104169620398e-05,0.012031530793392864,-0.36488381312943596,-0.44632337860239524
2010-02-09,0.012481978957028517,4.662656781830049e-05,0.012510407786078722,-0.34837973248925513,-0.6187084101888027
2010-02-10,-0.0019605103604813934,4.672678846785251e-05,0.012437180089913341,-0.43831196906842845,-0.5179010464183942
2010-02-11,0.010411918918535434,4.625560849248765e-05,0.01253634804896055,-0.42836237934752697,-0.5509285191690569
2010-02-12,-0.0008326780330305539,4.628986714803918e-05,0.012480740427542823,-0.3959637581063085,-0.5326229455878853
2010-02-16,0.01561240270641484,4.556431402921085e-05,0.012965016475089911,-0.5028219721937416,-0.5285969215476705
2010-02-17,0.004727281530708005,4.534941726001141e-05,0.012649414686457265,-0.5136755450528224,-0.4157538893792805
2010-02-18,0.0058778484551123,4.5063313956067346e-05,0.012621178093257428,-0.6827758078026346,-0.2431275305708991
2010-02-19,0.002071606235125145,4.4970094886859313e-05,0.011931189509485289,-0.9036450652196495,0.46491104470805444
2010-02-22,0.0001799370225281649,4.4994375702996196e-05,0.010780688772078183,-1.1001671739260646,1.6808870463160108
2010-02-23,-0.012219005264681115,4.5543562417475595e-05,0.011097891451372794,-0.8588206955176312,0.9594631684836927
2010-02-24,0.009155663829581329,4.512024545409423e-05,0.011225085304262025,-0.9790070520560679,1.015695422465317
2010-02-25,-0.0013544631625093118,4.5160998961320126e-05,0.011193460111112788,-0.9082487342346525,0.9570080845831659
2010-02-26,0.0006323111181272267,4.514876518129539e-05,0.010854612154235012,-1.0981479901964486,1.6294247620626665
2010-03-01,0.010331134424808042,4.468474909515669e-05,0.010674952937040646,-1.351165124863486,2.379265615785327
2010-03-02,0.0027667472689669736,4.457718539653687e-05,0.010228867671183764,-1.4616646504029607,2.849554898208776
2010-03-03,0.0008908686558015688,4.453351146740198e-05,0.009934949549785506,-1.487832450597948,3.1555014742791023
2010-03-04,0.0030230306653340477,4.4387234231457744e-05,0.009851925323026136,-1.6368783315592677,3.6160071424652562
2010-03-05,0.014192137364582358,4.3761760973283956e-05,0.006858885875343735,-0.17236293531209723,-0.21632796262354148
2010-03-08,0.00017503938430785126,4.375793112497661e-05,0.006891501339401778,-0.1341248906585588,-0.2743976067827445
2010-03-09,0.0016613478223339584,4.368529116242587e-05,0.006460535876175619,-0.14437685476954434,0.16551747853351584
2010-03-10,0.004445807784692946,0.0,0.006156492754361249,-0.10658014193400149,0.5957479368554051
2010-03-11,0.004166311034855319,4.3306916114464096e-05,0.00602879585014441,-0.22906030611423994,0.9078898539463554
2010-03-12,8.661383228325548e-05,4.3310667417407064e-05,0.005880396447398913,-0.06654624522677732,1.1756722934433546
2010-03-15,0.0002597964942081532,4.329191739904375e-05,0.005846923036487342,-0.08521710453607406,1.2661035273321692
2010-03-16,0.007934496133153779,4.295348137962675e-05,0.005249713873062832,-0.5040148661288426,1.918233821900973
2010-03-17,0.005909828343521717,4.269672516120199e-05,0.00527598955132129,-0.5232286641887445,1.847996306107115
2010-03-18,-0.0005125138918025129,4.2722262571047616e-05,0.005286089088162394,-0.3614561169878691,1.7072406661682047
2010-03-19,-0.005050497183751723,4.3116457551869594e-05,0.005549094841143914,-0.25530532938248524,0.9753022266363351
