datetime,return,tcost,adjclose,adjvolume,return_volatility_20,return_skewness_20,return_kurtosis_20,adjvolume_volatility_20
1992-12-28,0.0042791375368431694,0.0062685582316067134,30.445,151200.0,0.008712977881988021,0.1603367441801486,-0.969481219598133,97780.55673292109
1992-12-29,0.0,0.004297520661156992,30.445,234300.0,0.008522715076820266,0.3465222072986342,-0.7636841997220487,98502.26126846024
1992-12-30,0.007852158780523144,0.00605267462784232,30.685000000000002,362500.0,0.008562584985011655,0.28319282830969444,-0.8294895963405979,95531.47177762938
1992-12-31,0.012307847674597028,0.005980281234847276,31.065,389400.0,0.008507774376904441,0.2882552139886672,-0.7923519212037529,87228.68951784154
1993-01-04,-0.020160006455120172,0.00411522633744856,30.445,712000.0,0.009098424668324922,-0.3674029998531675,-0.04823536323978761,125902.9208358567
1993-01-05,0.0,0.00411522633744856,30.445,273300.0,0.009098424668324922,-0.3674029998531674,-0.048235363239787166,124956.32386958253
1993-01-06,-0.025279909337898587,0.004369747899159631,29.685000000000002,847300.0,0.010854506129988409,-0.6071969483027038,0.03982909279700353,174212.55544592647
1993-01-07,0.0043697548524304075,0.0021896580764695804,29.815,455200.0,0.010671363632232814,-0.7869215619155865,0.39588585964882084,176663.5457585973
1993-01-08,-0.00842039330227573,0.004067796610169525,29.565,211100.0,0.010819753601867148,-0.7253078483137989,0.18270757598984533,176070.72577518388
1993-01-11,-0.01705652811947944,0.004329004329004329,29.065,302800.0,0.011370338167287357,-0.504553276487028,-0.3753801405611945,174836.44206800824
1993-01-12,-0.008638616264684096,0.004521739130434748,28.815,515000.0,0.011517436659150499,-0.3925315119461438,-0.5598737597536867,176928.5177691827
1993-01-13,-0.008713892712203908,0.006506066467381765,28.565,543400.0,0.010896290839904742,-0.340074737801554,-0.5253118312863378,178936.56278133878
1993-01-14,-0.02194389945476427,0.006832074793239823,27.945,419300.0,0.011721018605794695,-0.2409813777341869,-0.868973786330324,178728.28952071353
1993-01-15,-0.004662849194405183,0.002347841791583872,27.815,706000.0,0.0108131979210065,-0.3131632854160431,-0.7939072909088396,192959.02382371237
1993-01-18,-0.018139441679575263,0.0045662100456621,27.315,351000.0,0.010520073631487735,-0.21550398043335292,-0.9416878733841467,191791.9755881356
1993-01-19,0.009110850193965625,0.0043636363636364,27.565,499200.0,0.01094239456066055,-0.20123300169476904,-1.0576297434586517,193249.68117696856
1993-01-20,0.03982748601218766,0.006622516556291374,28.685000000000002,825400.0,0.014653330222414794,0.867895396512733,1.3171660144654993,212841.84803510798
1993-01-21,-0.02613604533217284,0.004484304932735426,27.945,605300.0,0.015482729576315128,0.7391861010633383,0.8731959642627114,212237.53202485183
1993-01-22,0.008551628811876988,0.00673997871585667,28.185000000000002,490700.0,0.015694433038066048,0.6508214248122361,0.6111812054480557,211081.4001161637
1993-01-25,0.0,0.0065918403705683415,28.185000000000002,443100.0,0.01549327356389047,0.7366484970461762,0.8617377845703182,191874.89902277474
1993-01-26,0.034864957122215934,0.0063936409193019,29.185000000000002,843800.0,0.01757005424362049,0.7650995512311056,0.17453823702763094,194262.26467072807
1993-01-27,-0.008257401124786679,0.004329004329004329,28.945,324700.0,0.017612509884598056,0.827709445322881,0.2190842270715918,188972.14576492485
1993-01-28,0.004137223622346031,0.004291845493562232,29.065,220400.0,0.01752143091140118,0.8648482144583703,0.31743129833247385,196746.28738555653
1993-01-29,0.00856462926286472,0.0022172949002217126,29.315,285000.0,0.017379408892843982,0.8999167489103742,0.44624510895019176,200923.3933617487
1993-02-01,0.004424785980355672,0.00425531914893617,29.445,174400.0,0.016979926378631657,0.8039142064012889,0.46625907843044523,205821.65969596105
1993-02-02,0.02911852312715979,0.004149377593360996,30.315,531400.0,0.018260751656997032,0.6462547410939177,-0.2488583077965485,201325.7208480824
1993-02-03,0.0,0.008231807704972012,30.315,450900.0,0.017333336573679324,0.6876893212340052,-0.06229108455270094,182825.5684388811
1993-02-04,0.016358944890512372,0.004227642276422732,30.815,1013000.0,0.017642344228721536,0.5825447966310022,-0.3205829589428202,218956.46479380326
1993-02-05,0.024047327405382735,0.003809523809523841,31.565,1026600.0,0.018128152965151016,0.37045818525105173,-0.6655857609509175,238677.33051129928
1993-02-08,-0.0038089238241223455,0.00398406374501992,31.445,472800.0,0.01760779749023174,0.3650740280481137,-0.5281258520529875,233455.62340624823
1993-02-09,0.019525104605359278,0.005769530640885717,32.065,809000.0,0.017671971503482268,0.1738888545768024,-0.6399314107403127,240745.46745473734
1993-02-10,0.04571876478988868,0.003745318352059925,33.565,1580000.0,0.019404101299126814,0.177264357454648,-0.6707490139680972,328833.35445176484
1993-02-11,-0.011385890792826814,0.0037735849056603774,33.184999999999995,581900.0,0.018711775323581478,0.26309831802713746,-0.6132631337482515,326175.56330908666
1993-02-12,-0.011212238672202002,0.001988679822548609,32.815,530300.0,0.018996046585387408,0.26350888844717846,-0.6893454260235115,325884.21636372636
1993-02-16,0.011212238672202002,0.003909774436090302,33.184999999999995,608500.0,0.018007472267719624,0.2221558447239477,-0.48204658309243387,320721.8196506125
1993-02-17,-0.0036226454712622314,0.0036363636363635587,33.065,383000.0,0.01824179644559128,0.29883142937929386,-0.5601760489291099,323819.35689516773
1993-02-18,0.0,0.0036363636363635587,33.065,337800.0,0.01690310331398387,0.4224080739441462,-0.11699168624466827,325038.2486723678
1993-02-19,0.0,0.0018148820326678377,33.065,234300.0,0.015207982690753082,0.8385986606551721,-0.07175226822715919,333853.34145399835
