datetime,return,tcost,adjust_close,volatility_20,skewness_20,kurtosis_20
2002-08-23,0.009826939164722326,0.0005239564533970042,85.9,0.008421447498394661,-0.35518422935445615,-1.1446632542743254
2002-08-26,0.0009308820779256877,0.0005817335660267267,85.98,0.007664896653408622,-0.35189627409738067,-1.0137267850036609
2002-08-27,-0.006300335856250783,0.0006440658118156766,85.44,0.007910084597594253,-0.25124276387070776,-1.2255281675461727
2002-08-28,0.005020149472508173,0.0005824111822947497,85.87,0.007604482889029292,-0.24914152776525977,-1.1309008076112632
2002-08-29,0.008003290413778785,0.000346140533056434,86.56,0.007677484786181284,-0.26899532479179084,-1.1698556734173902
2002-08-30,0.005989421268174588,0.0007465686556021102,87.08,0.007508961704786832,-0.2591614710397504,-1.0973606309778976
2002-09-04,0.010736825016598672,0.0005681818181817858,88.02,0.007738336735967878,-0.28663465766554874,-1.191382087891954
2002-09-05,0.005438490630938375,0.0005650994575044886,88.5,0.007354498651069048,-0.4585535895456975,-0.8929462612502328
2002-09-06,-0.011821006029109071,0.000686498855835185,87.46,0.008026032520027865,-0.39547907225700835,-1.1345664242429994
2002-09-09,-0.0014874995591327433,0.0005726720879624001,87.33,0.008052895248194596,-0.36760040459527316,-1.1715106418738461
2002-09-10,0.004797815920333903,0.0006271022176614755,87.75,0.007611988320550502,-0.4414513004259054,-1.1338420975638448
2002-09-11,-0.005255953598717333,0.0007451137731414883,87.29,0.007682775067462442,-0.25329067166454894,-1.2821671202561291
2002-09-13,0.016925490658630693,0.0005633802816901088,88.78,0.008081567771918012,-0.05958303868956945,-1.0384530438246649
2002-09-16,0.001688144005659531,0.0006746120980436505,88.93,0.008062216350406971,-0.0219849531668486,-1.0221960604446234
2002-09-17,0.0019097910652154937,0.0006738544474392989,89.1,0.007727630665455259,-0.12407638390915383,-0.7925358250323424
2002-09-18,0.00022444170221014303,0.0006732495511669914,89.12,0.007147020780787566,-0.09845440185396336,-0.5341353557518373
2002-09-19,0.006709933473033836,0.0006691947356681048,89.72,0.007209652527242677,-0.16088155031438242,-0.59945051084267
2002-09-20,-0.0046922217695541946,0.0006158669727338862,89.3,0.007091667857207896,0.025425618049969022,-0.5514058705495053
2002-09-23,0.008918676731838104,0.0005552470849527725,90.1,0.0070617893431440095,-0.1752284361078747,-0.4967082434978489
